Tweet,Target 1,Stance 1,Target 2,Stance 2,Test/Train/Dev
"UKRAINE NANDUON PARIN HINDI NAKUKUWA NAN RUSSIA, NON SI PPRD NASAN ANG PINAS, NASA CONTROL NAN COMMUNIST CHINA",Russia,NONE,Ukraine,NONE,Train
"The fact that you believe that Ukraine has a chance against Russia is beyond mind-boggling. Slightly off subject, why did Russia invade Ukraine?",Russia,AGAINST,Ukraine,AGAINST,Train
"All right let me ask you one question, we have 31 friends in NATO now if we pull out of Ukraine we don't have any, not even Canada or England, certainly not Europe. Who do you plan to trade with? Russia China, India only?",Russia,FAVOR,Ukraine,AGAINST,Train
Good God Almighty the media/press really love this war preparation/possible war military action happening with China over Taiwan. Meanwhile we still have Russia & Ukraine happening¡­ I cannot believe this is all occurring during an @TheDemocrats Presidency. The nightmare rolls on,Russia,NONE,Ukraine,NONE,Train
"yep, Russia leave Ukraine! #RussiaIsATerroristState",Russia,AGAINST,Ukraine,FAVOR,Train
Russia Attack they already have the plant they don't need to Attack just like that Dam that Ukraine blow up.,Russia,FAVOR,Ukraine,AGAINST,Train
"Russia could easily overrun Ukraine if that were the objective. Russia is defending ethnic Russians in the disputed territories from ethnic cleansing by the Ukrainian Regime. And the Swamp's interests and the interests of We, the People are in direct conflict. Wrong side, Pence.",Russia,FAVOR,Ukraine,AGAINST,Train
Ukraine fires MLRS artillery at Russian positions near Bakhmut #Russia #Ukraine,Russia,NONE,Ukraine,NONE,Train
"2/ because Russia is clearly the aggressor, and appeasement is just as cowardly now as it was in 1938. Ukraine clearly deserves the Wests support. The hilarious part is how so much of my training presumed the RA would be atleast somewhat capable, when the reality is so opposite.",Russia,AGAINST,Ukraine,FAVOR,Train
"Wow... seriously wow. joe has been caught keep classified documents... crickets joe and hunter have been caught taking money from china, russia, and ukraine.. crickets joe has dementia crickets hunter cheated on his taxes crickets What's it going to take?",Russia,NONE,Ukraine,NONE,Train
Ukraine's fault for breaking the law and provoking Russia,Russia,FAVOR,Ukraine,AGAINST,Train
With homosexuals like Russia is doing in Ukraine. What don't you understand?,Russia,AGAINST,Ukraine,NONE,Train
Violated the principle that kept RU out of UA? Sorry but Russia invaded Ukraine in 2014.,Russia,AGAINST,Ukraine,FAVOR,Train
Russia literally occupies large swaths of territory that Ukraine is failing to win back. In what world are they losing?,Russia,FAVOR,Ukraine,AGAINST,Train
So if Russia decides there can be no Ukrainians in Ukraine is that ok?,Russia,NONE,Ukraine,NONE,Train
Lol wow did you run to my profile. Can't wait until Russia nukes Ukraine,Russia,AGAINST,Ukraine,FAVOR,Train
Nobody thought Russia would invade Ukraine or blow up Nova Kakhovka Dam either. Guess what happened.,Russia,AGAINST,Ukraine,FAVOR,Train
"Ukraine isn't going to win anything, if we weren't helping them they would have been wiped out months ago. I'm with Russia on this one, let em have it so we can stop throwing away our tax dollars on a losing war.",Russia,FAVOR,Ukraine,AGAINST,Train
Liar. You're such sick and evil and terrorist for negative the world. Russia is a terrorist state for break in Ukraine soil like someone break in house which named criminal that why called shame also murdered pregnant women and children of Ukrainian ever raped and kidnapped,Russia,AGAINST,Ukraine,FAVOR,Train
"Putin tried to start a process in 2008 in Munich and was rebuked. An election was organised in 2014 yet they unconstitutionally had a coup. For 7 years Russia was trying to implement Minsk yet Ukraine, Germany, France etc were planning to exploit it to build a Ukrainian army.",Russia,FAVOR,Ukraine,AGAINST,Train
I didn't see where Russia said they were going to occupy all of Ukraine. Can someone send me a link?,Russia,FAVOR,Ukraine,AGAINST,Train
That's easy to say when you don't have the balls to make predictions that can end up not happening. MacGregor isn't right about every detail but he's right about the bigger things like Ukraine has lost 400k men and Russia cannot lose this war.,Russia,FAVOR,Ukraine,AGAINST,Train
Warmonger neocon @BillKristol wants to fight Russia in Ukraine to the last dead Ukrainian teenager ,Russia,AGAINST,Ukraine,FAVOR,Train
"Nope, even Russia still not using entire fleet and their nuclear weapon to attack Ukraine, why it was called SMO not a war",Russia,NONE,Ukraine,NONE,Train
"Finally, as much as I shill for neither Ukraine or Russia (understanding the true background of the conflict since 2014): I would respect those who sacrificed their lives fighting for a cause, even if I if am against the cause they fought for, or they were on the opposing side.",Russia,NONE,Ukraine,NONE,Train
"Its a nice idea, but often they know its untrue & just parrot blatant lies as a kind of support. maga support for russia; the kremlin started marxism in their universities ( they say) & per capita fewer Christians than ukraine But they hate gays so nothing else matters",Russia,FAVOR,Ukraine,AGAINST,Train
"Sadly, his loyalty is to the Chinese and Ukraine and Russia and Romania the American people are far down on the list. He is an enemy of the State.",Russia,NONE,Ukraine,NONE,Train
"His regime may not be collapsing yet, but I think his Army in Ukraine is stretched too thin and has growing logistical and morale issues. If Ukraine gets ATACMS and F16s, Russia is in trouble.",Russia,AGAINST,Ukraine,FAVOR,Train
Or.... Russia is fighting a war of attrition. They have set up their lines of defence and are sitting there knowing that Ukraine egged on by the West will futilely throw themselves at those lines to the point of exhaustion.,Russia,FAVOR,Ukraine,AGAINST,Train
"Pro-Russians find it challenging to acknowledge that the invasion of Ukraine is going badly. Once they confront the reality that self-deception is no longer sustainable, they will be compelled to rationalize their backing of Russia.",Russia,NONE,Ukraine,NONE,Train
I hope we don't fund both sides like the war in Ukraine. Make Russia rich selling oil and handouts to Ukraine.,Russia,AGAINST,Ukraine,AGAINST,Train
"Nice propaganda loser. Go cry, Russia is wrecking Ukraine",Russia,FAVOR,Ukraine,AGAINST,Train
It felt like media you should also be covering this. Not just Ukraine and Russia. Thoughts?,Russia,NONE,Ukraine,NONE,Train
Ukraine is Russia,Russia,FAVOR,Ukraine,AGAINST,Train
"Because Ukraine is full of Ukrainians¡­France is full of Merkel/Macron migrants who don't give a shit about the culture of France. Plus, no second amendment.",Russia,NONE,Ukraine,NONE,Train
"It's like a war zone in my neighborhood right now, you'd think Ukraine fighting Russia on my street",Russia,NONE,Ukraine,NONE,Train
Did Blumenthal spend at least one minute to call for Russia to cease its invasion and leave Ukraine to achieve peace?,Russia,NONE,Ukraine,NONE,Train
"It is 100% a money laundering scheme. Ukraine has been fucking with Russia for so long now. If Putin wanted to take them out, he sure could.",Russia,AGAINST,Ukraine,AGAINST,Train
Russia isn't in a war with Ukraine. Russia is in a war with Ukraine & NATO.,Russia,NONE,Ukraine,NONE,Train
So all this tells me Ukraine should have stayed part of Russia!,Russia,FAVOR,Ukraine,AGAINST,Train
"The CIA director just told the world that Ukraine is going to go to the negotiating table at the end of this offensive, implying Russia is keeping much of Ukraine.",Russia,FAVOR,Ukraine,AGAINST,Train
"I agree, Fuck Israel, my reasoning is that what happens in the Russia-Ukraine war is far more consequential than what happens with Israel and Palestine. I also think blue is more likely to be a MAGA boomer and green some kind of intersectional SJW.",Russia,NONE,Ukraine,NONE,Train
"Of course you know what's happening there because you are profiting from it. I can say with certainty, Russia will make Ukraine a parking lot for Crimea. Putin is a better leader than Mumbles. You are a disgrace to the uniform.",Russia,FAVOR,Ukraine,AGAINST,Train
It makes me sick the war between Russia & Ukraine - White people killing each other,Russia,AGAINST,Ukraine,AGAINST,Train
FJB. We need a president that's got balls when it's going to stand up and say America is back instead of that piece of crap China Joe or should we call him Russia Joe or Ukraine Joe or treasonous Joe he is a piece of crap and so are all the Democrats socialist communist like you,Russia,AGAINST,Ukraine,AGAINST,Train
It will be if Russia gets past the Ukraine border into our allies' territory. The USA would then have to send our troops there. That's why fighting power is being given to Ukraine now. I'm not ok with our troops going there. Are you?,Russia,NONE,Ukraine,NONE,Train
Wet dreams Ukraine did used 5% of the offensive potential and just testing thendefense lines of ruSSian fascists. Even with this they've liberated more m? than ruSSia gained during 10months of Bakhmut meatgrinder Main offensive still to come,Russia,AGAINST,Ukraine,FAVOR,Train
So what you're saying Gunther is you'd rather let Russia take Ukraine over? A communist country take over a democratic country? We stand up for democracy Gunther. And let Russia take over the Ukrainian people? We just let Russia have it? Just like that? hmmm,Russia,AGAINST,Ukraine,FAVOR,Train
"Basic logic would tell you that this can't be true. If it were, then the Colonel's predictions would be at least partly accurate, since Russia outnumbers Ukraine. How can they be dying en masse yet still preventing their total defeat?",Russia,AGAINST,Ukraine,FAVOR,Train
Yes the world should listen to Ukraine and boycott Russia. Syrians were bombed but their voices are not even heard till this day.,Russia,AGAINST,Ukraine,FAVOR,Train
"russia has been demilitarizing Ukraine since the early 2000's. Yanukovich continued this in his presidency. Once Ukrainians ousted him, the jig was up and russia hastily invaded. A war has been fought ever since and Ukraine has been defending itself. Stop lying.",Russia,AGAINST,Ukraine,FAVOR,Train
I don't agree with Russia invading Ukraine or any other country. But I think sports is a different mater. The Russian people who are entering these sports have no say in this war,Russia,AGAINST,Ukraine,FAVOR,Train
Here's another sick thing! Remember when Joe was VP and had Porochenko fire the prosecutor investigating Hunter's corrupt business deals or he was withholding a billion in aid to Ukraine.....I do Remember when Hillary sold 20% of American Uranium to Russia when Joe was VP....I do,Russia,FAVOR,Ukraine,AGAINST,Train
"Russia was part of the Budapest agreement whereby Ukraine gave up nuclear weapons, strategic bombers ad cruise missiles in exchange for guarantees of sovereignty. Russia lied and invaded Crimea and then the Donbas. Prigozhin confirmed Ukrainian shelling was against military.",Russia,AGAINST,Ukraine,FAVOR,Train
